,ID_EQP,ID_Composant,CODNAT,MODELE,LG,RESERVE,INFOTEL,ORDRE,DOMAINE,TYPE,HOSTNAME,AXE_WDM,DATE_CREATION,USER,Localisation_CUR,Equipement_CUR,OS,Type2
2982,PRATC-PE2,3HE06791AA,PRATC,7705SAR-8,20.0,,E-7705SAR-8-007867,7867.0,WPR,PE2,E-PRATC-WPR-PE2-007867,,2019-06-27 12:46:28,,,79CD9BD76DAB4886BB2986290F9CDD5A,TiMOS-B-8.0.R7,PE2
2983,PRATC-FED1,CGS-2520-16S-8PC,PRATC,CGS2520-16S,39.0,,E-CGS2520-16S-007997,7997.0,LAN,FED1,E-PRATC-LAN-FED1-007997,,2019-06-27 12:46:28,,,20DBBA546CD3480C87E01D3BCDBC3BBC,Version 15.2(3)E1,FED1
2984,PRATC-FED2,CGS-2520-16S-8PC,PRATC,CGS2520-16S,53.0,,E-CGS2520-16S-007998,7998.0,LAN,FED2,E-PRATC-LAN-FED2-007998,,2019-06-27 12:46:28,,,8F10497968084F6F9B0B487D0B6DD3A1,Version 15.2(3)E1,FED2
2985,BRAIN-PE1,3HE06791AA,BRAIN,7705SAR-8,1.0,,E-7705SAR-8-009502,9502.0,WPR,PE1,E-BRAIN-WPR-PE1-009502,,2022-08-02 13:44:59,,,CF5CEA4A02D64A8CAF42AFE00A574EE6,TiMOS-B-8.0.R7,PE1
2986,BRAIN-PE2,3HE06791AA,BRAIN,7705SAR-8,21.0,,E-7705SAR-8-009503,9503.0,WPR,PE2,E-BRAIN-WPR-PE2-009503,,2022-08-02 13:44:59,,,71AB42DD8D2342998AB7B7C57F7B3A5C,TiMOS-B-8.0.R7,PE2
2987,FLACE-PE1,3HE06791AA,FLACE,7705SAR-8,1.0,,E-7705SAR-8-007884,7884.0,WPR,PE1,E-FLACE-WPR-PE1-007884,,2022-04-05 01:11:56,,,AF59F3A0EE9042F081EABB07F5D30051,TiMOS-B-8.0.R7,PE1
2988,FLACE-FED1,CGS-2520-16S-8PC,FLACE,CGS2520-16S,19.0,,E-CGS2520-16S-008016,8016.0,LAN,FED1,E-FLACE-LAN-FED1-008016,,2022-04-05 01:11:56,,,AE8C3CB128A74D38912D10CE1BA57B66,Version 15.2(3)E1,FED1
2989,FLACE-AP1,AIR-AP1832I-E-K9,FLACE,AP 1832I,32.0,,E-AP 1832I-003967,3967.0,LAN,AP1,E-FLACE-LAN-WAP01-003967,,2022-04-05 01:11:56,,,D2EB27A2DE524BC8A91CE31FC202921B,,AP1
2990,POUXE-PE1,3HE06791AA,POUXE,7705SAR-8,1.0,,E-7705SAR-8-007882,7882.0,WPR,PE1,E-POUXE-WPR-PE1-007882,,2022-04-05 20:22:02,,,D7928E29F3974C49AA1112C3BDF6567E,TiMOS-B-8.0.R7,PE1
2991,POUXE-FED1,CGS-2520-16S-8PC,POUXE,CGS2520-16S,21.0,,E-CGS2520-16S-008015,8015.0,LAN,FED1,E-POUXE-LAN-FED1-008015,,2022-04-05 20:22:02,,,EF4D138C17DB4C468EFA388C07D99A91,Version 15.2(3)E1,FED1
2992,POUXE-AP1,AIR-AP1832I-E-K9,POUXE,AP 1832I,35.0,,E-AP 1832I-003966,3966.0,LAN,AP1,E-POUXE-LAN-WAP01-003966,,2022-04-05 20:22:02,,,25F13AB1BF2C47F694DE2B052C6B6930,,AP1
2993,AUMON-FED1,CGS-2520-16S-8PC,AUMON,CGS2520-16S,1.0,,E-CGS2520-16S-008025,8025.0,LAN,FED1,E-AUMON-LAN-FED1-008025,,2019-06-19 14:07:41,,,2C1ED2DE07B34267B93DAD84482B76DB,Version 15.2(3)E1,FED1
2994,AUMON-CPE1,LBB210,AUMON,RTR OPERE,12.0,,E-RTR OPERE-007889,7889.0,WOP,CPE1,E-AUMON-WOP-CPE1-007889,,2019-06-19 14:07:41,,,0ABC095E7D074E8482509C07F3E34CC0,,CPE1
2995,AUMON-AP1,AIR-AP1832I-E-K9,AUMON,AP 1832I,13.0,,E-AP 1832I-003987,3987.0,LAN,AP1,E-AUMON-LAN-WAP01-003987,,2019-06-19 14:07:41,,,8F08FC62F8F04ED1AE69DF553EE5ECD2,,AP1
2996,AUMON-OND1,INF-OND-1200,AUMON,AXILEK-OND230V,17.0,,E-AXILEK-OND230V-003932,3932.0,AES,OND1,E-AUMON-AES-OND1-003932,,2019-06-19 14:07:41,,,,,OND1
2997,PRAD5-FED1,CGS-2520-16S-8PC,PRAD5,CGS2520-16S,1.0,,E-CGS2520-16S-010707,10707.0,LAN,FED1,E-PRAD5-LAN-FED1-010707,,2022-05-10 13:38:18,,,47847974C80D4479BC46850B772F1634,Version 15.2(3)E1,FED1
2998,PRAD5-CPE1,LBB240,PRAD5,RTR OPERE,12.0,,E-RTR OPERE-009632,9632.0,WOP,CPE1,E-PRAD5-WOP-CPE1-009632,,2022-05-10 13:38:18,,,CE2FFEE8060B411ABC49227AB7CA24B9,,CPE1
2999,GOLFE-AP1,AIR-AP1832I-E-K9,GOLFE,AP 1832I,13.0,,E-AP 1832I-003957,3957.0,LAN,AP1,E-GOLFE-LAN-WAP01-003957,,2019-06-24 14:18:33,,,34884FBC5F9649618D1116E5B5DDF2DD,,AP1
3000,GOLFE-OND1,INF-OND-1200,GOLFE,AXILEK-OND230V,17.0,,E-AXILEK-OND230V-003923,3923.0,AES,OND1,E-GOLFE-AES-OND1-003923,,2019-06-24 14:18:33,,,,,OND1
3001,MOLE-PE2,3HE06791AA,MOLE,7705SAR-8,21.0,,E-7705SAR-8-006690,6690.0,WPR,PE2,E-MOLE-WPR-PE2-006690,,2022-07-20 09:35:32,,,CFECE1BF1D874128916C76B195FA0E2F,TiMOS-B-8.0.R7,PE2
3002,MOLE-FED1,CGS-2520-16S-8PC,MOLE,CGS2520-16S,42.0,,E-CGS2520-16S-006898,6898.0,LAN,FED1,E-MOLE-LAN-FED1-006898,,2022-07-20 09:35:32,,,79F118D0E1F54050939D0909A42D2984,Version 15.2(3)E1,FED1
3003,MOLE-FED2,CGS-2520-16S-8PC,MOLE,CGS2520-16S,56.0,,E-CGS2520-16S-006899,6899.0,LAN,FED2,E-MOLE-LAN-FED2-006899,,2022-07-20 09:35:32,,,14947B3F57FD4258A3031D8052D866CB,Version 15.2(3)E1,FED2
3004,BRAIN-FED1,CGS-2520-16S-8PC,BRAIN,CGS2520-16S,41.0,,E-CGS2520-16S-010456,10456.0,LAN,FED1,E-BRAIN-LAN-FED1-010456,,2022-08-02 13:44:59,,,66E3AF924C2E472FB209A3E1819781B0,Version 15.2(3)E1,FED1
3005,MARGA-FED1,CGS-2520-16S-8PC,MARGA,CGS2520-16S,1.0,,E-CGS2520-16S-008013,8013.0,LAN,FED1,E-MARGA-LAN-FED1-008013,,2019-06-27 12:26:56,,,328644C968354D4C9ABD1CB5BB983FEB,Version 15.2(3)E1,FED1
3006,PRATC-AP1,AIR-AP1832I-E-K9,PRATC,AP 1832I,67.0,,E-AP 1832I-003954,3954.0,LAN,AP1,E-PRATC-LAN-WAP01-003954,,2019-06-27 12:46:28,,,24360B25406545E1ADBF6F2A5E2FB63C,,AP1
3007,FLACE-OND1,INF-OND-1200,FLACE,AXILEK-OND230V,36.0,,E-AXILEK-OND230V-003994,3994.0,AES,OND1,E-FLACE-AES-OND1-003994,,2022-04-05 01:11:56,,,,,OND1
3008,FLACE-CPE1,LBB210,FLACE,RTR OPERE,37.0,,E-RTR OPERE-007883,7883.0,WOP,CPE1,E-FLACE-WOP-CPE1-007883,,2022-04-05 01:11:56,,,4F00206E87A44C0B8323F4BADD3C8A64,,CPE1
3009,LESTE-FED1,CGS-2520-16S-8PC,LESTE,CGS2520-16S,1.0,,E-CGS2520-16S-008027,8027.0,LAN,FED1,E-LESTE-LAN-FED1-008027,,2019-11-12 15:15:32,,,E2BE9AAFEE4E482BAA6B34F2180E1CB3,Version 15.2(3)E1,FED1
3010,LESTE-AP1,AIR-AP1832I-E-K9,LESTE,AP 1832I,12.0,,E-AP 1832I-003990,3990.0,LAN,AP1,E-LESTE-LAN-WAP01-003990,,2019-11-12 15:15:32,,,C79FACE7D377450C88434BF43C85B007,,AP1
3011,LESTE-OND1,INF-OND-1200,LESTE,AXILEK-OND230V,16.0,,E-AXILEK-OND230V-003934,3934.0,AES,OND1,E-LESTE-AES-OND1-003934,,2019-11-12 15:15:32,,,,,OND1
3012,LESTE-OND2,INF-OND-1200,LESTE,AXILEK-OND230V,17.0,,E-AXILEK-OND230V-003935,3935.0,AES,OND2,E-LESTE-AES-OND2-003935,,2019-11-12 15:15:32,,,,,OND2
3013,VAUPA-PE1,3HE06791AA,VAUPA,7705SAR-8,1.0,,E-7705SAR-8-006583,6583.0,WPR,PE1,E-VAUPA-WPR-PE1-006583,,2022-07-19 09:47:15,,,224C4C08573E427BAA0840F27AABEC8A,TiMOS-B-8.0.R7,PE1
3014,VAUPA-PE2,3HE06791AA,VAUPA,7705SAR-8,23.0,,E-7705SAR-8-006584,6584.0,WPR,PE2,E-VAUPA-WPR-PE2-006584,,2022-07-19 09:47:15,,,81A15EF73B6F4B93ACF57F3F91C0BB91,TiMOS-B-8.0.R7,PE2
3015,VAUPA-FED1,CGS-2520-16S-8PC,VAUPA,CGS2520-16S,44.0,,E-CGS2520-16S-005561,5561.0,LAN,FED1,E-VAUPA-LAN-FED1-005561,,2022-07-19 09:47:15,,,66F5197647994E2D9BCE8FE8D261F9C3,Version 15.2(3)E1,FED1
3016,VAUPA-FED2,CGS-2520-16S-8PC,VAUPA,CGS2520-16S,58.0,,E-CGS2520-16S-005562,5562.0,LAN,FED2,E-VAUPA-LAN-FED2-005562,,2022-07-19 09:47:15,,,8E1C6A98305045E8A0731A3C94A908C4,Version 15.2(3)E1,FED2
3017,VAUPA-AP1,AIR-AP1832I-E-K9,VAUPA,AP 1832I,72.0,,E-AP 1832I-002060,2060.0,LAN,AP1,E-VAUPA-LAN-WAP01-002060,,2022-07-19 09:47:15,,,FA7B58AA60274E648EC9A44417DF1BCE,,AP1
3018,VAUPA-RED1,INF-AES-1200,VAUPA,ELTEK-RED48V,76.0,,E-ELTEK-RED48V-067287,67287.0,AES,RED1,E-VAUPA-AES-RED1-067287,,2022-07-19 09:47:15,,,9C6DE485F6454E8680ECFA75E70E7E0B,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED1
3019,VAUPA-RED2,INF-AES-1200,VAUPA,ELTEK-RED48V,77.0,,E-ELTEK-RED48V-067288,67288.0,AES,RED2,E-VAUPA-AES-RED2-067288,,2022-07-19 09:47:15,,,6EE7C208F1B34478AD5C777A4744D648,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED2
3020,VAUPA-CPE1,LBB210,VAUPA,RTR OPERE,78.0,,E-RTR OPERE-006585,6585.0,WOP,CPE1,E-VAUPA-WOP-CPE1-006585,,2022-07-19 09:47:15,,,87CEFF12FD3244548B8CDFB99514F0DD,,CPE1
3021,TUQUE-FED1,CGS-2520-16S-8PC,TUQUE,CGS2520-16S,1.0,,E-CGS2520-16S-008014,8014.0,LAN,FED1,E-TUQUE-LAN-FED1-008014,,2022-07-20 17:41:10,,,9ED8DB92B5BE485DA65B77FC25CE49AB,Version 15.2(3)E1,FED1
3022,TUQUE-CPE1,LBB210,TUQUE,RTR OPERE,12.0,,E-RTR OPERE-007881,7881.0,WOP,CPE1,E-TUQUE-WOP-CPE1-007881,,2022-07-20 17:41:10,,,7EA8B27C4F1B4B3B947AC6C556DCC543,,CPE1
3023,TUQUE-AP1,AIR-AP1832I-E-K9,TUQUE,AP 1832I,13.0,,E-AP 1832I-003965,3965.0,LAN,AP1,E-TUQUE-LAN-WAP01-003965,,2022-07-20 17:41:10,,,ABAF853148A94A3CB542A85F28ABE8F6,,AP1
3024,TUQUE-OND1,INF-OND-1200,TUQUE,AXILEK-OND230V,17.0,,E-AXILEK-OND230V-003929,3929.0,AES,OND1,E-TUQUE-AES-OND1-003929,,2022-07-20 17:41:10,,,,,OND1
3025,LESTE-MDM1,ASMI-54L/4ETH/4W,LESTE,ASMI-54L,18.0,,E-ASMI-54L-003795,3795.0,LAN,MDM1,E-LESTE-LAN-MDM01-003795,,2019-11-12 15:15:32,,,A6CCF75F7C0647209D743D32B3123CEE,,MDM1
3026,LESTE-CPE1,LBB210,LESTE,RTR OPERE,19.0,,E-RTR OPERE-007892,7892.0,WOP,CPE1,E-LESTE-WOP-CPE1-007892,,2019-11-12 15:15:32,,,F37B06079F094F0FB3DED59F3C0D6727,,CPE1
3027,LESTE-CPE2,LBB140,LESTE,RTR OPERE,20.0,S,E-RTR OPERE-007891,7891.0,WOP,CPE2,E-LESTE-WOP-CPES-007891,,2019-11-12 15:15:32,,,DF8A1A43D9184716B6399F79F9F1D34B,,CPES
3028,AMARI-FED1,CGS-2520-16S-8PC,AMARI,CGS2520-16S,1.0,,E-CGS2520-16S-007443,7443.0,LAN,FED1,E-AMARI-LAN-FED1-007443,,2018-10-29 10:58:21,,,D82AF1A12C36458496783474E7826C82,Version 15.2(3)E1,FED1
3029,AMARI-CPE1,LBB210,AMARI,RTR OPERE,12.0,,E-RTR OPERE-007387,7387.0,WOP,CPE1,E-AMARI-WOP-CPE1-007387,,2018-10-29 10:58:21,,,4EAE308AC9584A12B56787F0F3F1AEF5,,CPE1
3030,C.SEI-AP1,AIR-CAP1602I-E-K9,C.SEI,CAP1602I-S,50.0,,E-CAP1602I-S-000547,547.0,LAN,AP1,E-C.SEI-LAN-WAP01-000547,,2019-05-03 15:56:55,,,3EF7C9CE433741059D4A7DDAE7204491,,AP1
3031,MARGA-CPE1,LBB210,MARGA,RTR OPERE,12.0,,E-RTR OPERE-007880,7880.0,WOP,CPE1,E-MARGA-WOP-CPE1-007880,,2019-06-27 12:26:56,,,A0B989BC43C94C9B815BABABA736D368,,CPE1
3032,MARGA-AP1,AIR-AP1832I-E-K9,MARGA,AP 1832I,13.0,,E-AP 1832I-003964,3964.0,LAN,AP1,E-MARGA-LAN-WAP01-003964,,2019-06-27 12:26:56,,,B1400A9F9A8F42BF803D0C1D36FFDBBA,,AP1
3033,MARGA-OND1,INF-OND-1200,MARGA,AXILEK-OND230V,17.0,,E-AXILEK-OND230V-003928,3928.0,AES,OND1,E-MARGA-AES-OND1-003928,,2019-06-27 12:26:56,,,,,OND1
3034,PULUT-FED1,CGS-2520-16S-8PC,PULUT,CGS2520-16S,1.0,,E-CGS2520-16S-008026,8026.0,LAN,FED1,E-PULUT-LAN-FED1-008026,,2022-04-05 20:48:16,,,FA7ED47B6AA3492684A956E10967C196,Version 15.2(3)E1,FED1
3035,PULUT-CPE1,LBB210,PULUT,RTR OPERE,12.0,,E-RTR OPERE-007890,7890.0,WOP,CPE1,E-PULUT-WOP-CPE1-007890,,2022-04-05 20:48:16,,,62267FAE63194F939A66745BE55B49D6,,CPE1
3036,PUY-PE1,3HE06791AA,PUY,7705SAR-8,1.0,,E-7705SAR-8-007419,7419.0,WPR,PE1,E-PUY-WPR-PE1-007419,,2019-06-27 12:54:39,,,B7EDE86D705E41E0AAE97F44BF9DE6B5,TiMOS-B-8.0.R7,PE1
3037,PUY-PE2,3HE06791AA,PUY,7705SAR-8,20.0,,E-7705SAR-8-007420,7420.0,WPR,PE2,E-PUY-WPR-PE2-007420,,2019-06-27 12:54:39,,,DBEEDB1CC8B54F25818ABF0FE551DF10,TiMOS-B-8.0.R7,PE2
3038,AMARI-AP1,AIR-AP1832I-E-K9,AMARI,AP 1832I,13.0,,E-AP 1832I-003417,3417.0,LAN,AP1,E-AMARI-LAN-WAP01-003417,,2018-10-29 10:58:21,,,49A38505B68B4FAAB9B732860890B329,,AP1
3039,AMARI-OND1,INF-OND-1200,AMARI,AXILEK-OND230V,17.0,,E-AXILEK-OND230V-003733,3733.0,AES,OND1,E-AMARI-AES-OND1-003733,,2018-10-29 10:58:21,,,,,OND1
3040,BELLE-FED1,CGS-2520-16S-8PC,BELLE,CGS2520-16S,1.0,,E-CGS2520-16S-008023,8023.0,LAN,FED1,E-BELLE-LAN-FED1-008023,,2019-02-18 10:44:18,,,B70E435EF9634AF8AF8F66229CD89C91,Version 15.2(3)E1,FED1
3041,BELLE-CPE1,LBB210,BELLE,RTR OPERE,12.0,,E-RTR OPERE-007887,7887.0,WOP,CPE1,E-BELLE-WOP-CPE1-007887,,2019-02-18 10:44:18,,,E043F3770A674D9A919FE86F05A5DF80,,CPE1
3042,BELLE-AP1,AIR-AP1832I-E-K9,BELLE,AP 1832I,13.0,,E-AP 1832I-003985,3985.0,LAN,AP1,E-BELLE-LAN-WAP01-003985,,2019-02-18 10:44:18,,,16704C6D40DF4633AB1A1D93E51E63BC,,AP1
3043,BELLE-OND1,INF-OND-1200,BELLE,AXILEK-OND230V,17.0,,E-AXILEK-OND230V-003930,3930.0,AES,OND1,E-BELLE-AES-OND1-003930,,2019-02-18 10:44:18,,,,,OND1
3044,COATA-PE1,3HE06791AA,COATA,7705SAR-8,1.0,,E-7705SAR-8-006784,6784.0,WPR,PE1,E-COATA-WPR-PE1-006784,,2022-04-04 22:56:43,,,B960240AC7494390BFA85DA0D49EF3F5,TiMOS-B-8.0.R7,PE1
3045,COATA-FED1,CGS-2520-16S-8PC,COATA,CGS2520-16S,21.0,,E-CGS2520-16S-006974,6974.0,LAN,FED1,E-COATA-LAN-FED1-006974,,2022-04-04 22:56:43,,,033B02A50F26491EB94F826B3F38320C,Version 15.2(3)E1,FED1
3046,COATA-AP1,AIR-AP1832I-E-K9,COATA,AP 1832I,34.0,,E-AP 1832I-002394,2394.0,LAN,AP1,E-COATA-LAN-WAP01-002394,,2022-04-04 22:56:43,,,619D52D4E9DB4BADB5BA3CA836BB3879,,AP1
3047,COATA-OND1,INF-OND-1200,COATA,AXILEK-OND230V,38.0,,E-AXILEK-OND230V-003523,3523.0,AES,OND1,E-COATA-AES-OND1-003523,,2022-04-04 22:56:43,,,718F253C61974D6ABDB5AD7931CD0A39,,OND1
3048,COATA-CPE1,LBB210,COATA,RTR OPERE,39.0,,E-RTR OPERE-006783,6783.0,WOP,CPE1,E-COATA-WOP-CPE1-006783,,2022-04-04 22:56:43,,,6E8E4A0E4F49481BA6916E8A65EC5D70,,CPE1
3049,PULUT-AP1,AIR-AP1832I-E-K9,PULUT,AP 1832I,13.0,,E-AP 1832I-003989,3989.0,LAN,AP1,E-PULUT-LAN-WAP01-003989,,2022-04-05 20:48:16,,,C7718B4B8B434CC6BB2C549820858031,,AP1
3050,C.SEI-CPE1,LBB210,C.SEI,RTR OPERE,54.0,,E-RTR OPERE-005742,5742.0,WOP,CPE1,E-C.SEI-WOP-CPE1-005742,,2019-05-03 15:56:55,,,91226C0F380945008C6E6E76377B5FA9,,CPE1
3051,C.SEI-OND1,INF-OND-1200,C.SEI,AXILEK-OND230V,55.0,,E-AXILEK-OND230V-000112,112.0,AES,OND1,E-C.SEI-AES-OND1-000112,,2019-05-03 15:56:55,,,2DE74DB8FD484464BD9C38E398670A2B,,OND1
3052,C.SEI-PSS1,3KC12959AC,C.SEI,1830PSS-4,56.0,,E-1830PSS-4-000064,64.0,W,PSS1,E-C.SEI-W-015-000064,15.0,2019-05-03 15:56:55,,,236D40D7E80A4D42B4A7CE65476D5E0A,v9.0.1,PSS1
3053,NOURO-PE1,3HE06791AA,NOURO,7705SAR-8,1.0,,E-7705SAR-8-007949,7949.0,WPR,PE1,E-NOURO-WPR-PE1-007949,,2019-01-02 12:31:48,,,6169009BA0324B1F8E60AC35818216C5,TiMOS-B-8.0.R7,PE1
3054,NOURO-FED1,CGS-2520-16S-8PC,NOURO,CGS2520-16S,21.0,,E-CGS2520-16S-008241,8241.0,LAN,FED1,E-NOURO-LAN-FED1-008241,,2019-01-02 12:31:48,,,3FD4E2E46D0E4826A330583104C9B9A2,Version 15.2(3)E1,FED1
3055,NOURO-AP1,AIR-AP1832I-E-K9,NOURO,AP 1832I,34.0,,E-AP 1832I-004063,4063.0,LAN,AP1,E-NOURO-LAN-WAP01-004063,,2019-01-02 12:31:48,,,AE63CA06385D410EAC1E712771148AC3,,AP1
3056,SSELO-PE1,3HE06791AA,SSELO,7705SAR-8,1.0,,E-7705SAR-8-007936,7936.0,WPR,PE1,E-SSELO-WPR-PE1-007936,,2022-07-20 15:47:03,,,1F0481928C4F402094B9C5FDB5E8AF3E,TiMOS-B-8.0.R7,PE1
3057,SSELO-PE2,3HE06791AA,SSELO,7705SAR-8,22.0,,E-7705SAR-8-007937,7937.0,WPR,PE2,E-SSELO-WPR-PE2-007937,,2022-07-20 15:47:03,,,B740690DEA36444ABBF2FAEF47B0F27A,TiMOS-B-8.0.R7,PE2
3058,SSELO-FED1,CGS-2520-16S-8PC,SSELO,CGS2520-16S,42.0,,E-CGS2520-16S-008224,8224.0,LAN,FED1,E-SSELO-LAN-FED1-008224,,2022-07-20 15:47:03,,,42FB82E4DBF741B5895D934B12C29D55,Version 15.2(3)E1,FED1
3059,SSELO-FED2,CGS-2520-16S-8PC,SSELO,CGS2520-16S,56.0,,E-CGS2520-16S-008225,8225.0,LAN,FED2,E-SSELO-LAN-FED2-008225,,2022-07-20 15:47:03,,,B67F40837466457FA1A80DE915B72519,Version 15.2(3)E1,FED2
3060,REAL5-MDM1,ASMI-54L/4ETH/4W,REAL5,ASMI-54L,99.0,,E-ASMI-54L-001632,1632.0,LAN,MDM1,E-REAL5-LAN-MDM01-001632,,2018-09-12 17:10:17,,,E4FAFB8CBC0B41D29A618DE0AD3D82BD,,MDM1
3061,ANOUL-CPE1,LBB210,ANOUL,RTR OPERE,27.0,,E-RTR OPERE-007190,7190.0,WOP,CPE1,E-ANOUL-WOP-CPE1-007190,,2018-09-21 17:41:52,,,EB6B6B34B8E9418EAA485F2A087F5D70,,CPE1
3062,SSCEC-PE1,3HE06791AA,SSCEC,7705SAR-8,1.0,,E-7705SAR-8-007948,7948.0,WPR,PE1,E-SSCEC-WPR-PE1-007948,,2019-09-19 15:07:52,,,AF329E77D7E54853AAFE7AA7EAA2BF9A,TiMOS-B-8.0.R7,PE1
3063,SSCEC-FED1,CGS-2520-16S-8PC,SSCEC,CGS2520-16S,20.0,,E-CGS2520-16S-008240,8240.0,LAN,FED1,E-SSCEC-LAN-FED1-008240,,2019-09-19 15:07:52,,,DF3624671CB54CB3B479544C5EEDCEA2,Version 15.2(3)E1,FED1
3064,JARNA-PE1,3HE06791AA,JARNA,7705SAR-8,1.0,,E-7705SAR-8-009445,9445.0,WPR,PE1,E-JARNA-WPR-PE1-009445,,2022-04-05 03:14:04,,,EFCC3413CA46494B9D001F0D22E5DB7F,TiMOS-B-8.0.R7,PE1
3065,SOLLI-FED1,CGS-2520-16S-8PC,SOLLI,CGS2520-16S,1.0,,E-CGS2520-16S-011302,11302.0,LAN,FED1,E-SOLLI-LAN-FED1-011302,,2022-04-06 10:29:56,,,B0CDB42F7DD64C6FB8CFDDE92854521E,Version 15.2(3)E1,FED1
3066,SSCEC-AP1,AIR-AP1832I-E-K9,SSCEC,AP 1832I,33.0,,E-AP 1832I-004062,4062.0,LAN,AP1,E-SSCEC-LAN-WAP01-004062,,2019-09-19 15:07:52,,,4108D8E33C17499F84E71E8C9AC7CA75,,AP1
3067,AVIGN-FED2,CGS-2520-16S-8PC,AVIGN,CGS2520-16S,56.0,,E-CGS2520-16S-005419,5419.0,LAN,FED2,E-AVIGN-LAN-FED2-005419,,2022-07-19 13:35:59,,,54DC9ADF65E74B88A65E7955F764E1DC,Version 15.2(3)E1,FED2
3068,AVIGN-AP1,AIR-CAP1602I-E-K9,AVIGN,CAP1602I-S,70.0,,E-CAP1602I-S-001654,1654.0,LAN,AP1,E-AVIGN-LAN-WAP01-001654,,2022-07-19 13:35:59,,,F086BFEB1E9D409592AC9B7E5869D073,,AP1
3069,AVIGN-CPE1,LBB210,AVIGN,RTR OPERE,74.0,,E-RTR OPERE-006349,6349.0,WOP,CPE1,E-AVIGN-WOP-CPE1-006349,,2022-07-19 13:35:59,,,0652A4D6D1894FF89A7E62D5DF873D66,,CPE1
3070,AVIGN-PSS1,8DG59605AB,AVIGN,1830PSS-32,75.0,,E-1830PSS-32-000340,340.0,W,PSS1,E-AVIGN-W-018-000340,18.0,2022-07-19 13:35:59,,,3D38292D7CFA42B6BF6A18E23088F80A,v9.0.2,PSS1
3071,AVIGN-RED1,INF-AES-1200,AVIGN,ELTEK-RED48V,122.0,,E-ELTEK-RED48V-067211,67211.0,AES,RED1,E-AVIGN-AES-RED1-067211,,2022-07-19 13:35:59,,,5612DF048C4D48CC84C68984D04C7909,Eltek ferme dՎnergie (220->48) Eltek Minipack PS Systems 48V (Ref.constructeur : CTOM0602.000 / OS = 2.5.3),RED1
3072,JALIS-PE1,3HE06791AA,JALIS,7705SAR-8,1.0,,E-7705SAR-8-007952,7952.0,WPR,PE1,E-JALIS-WPR-PE1-007952,,2022-07-19 21:25:29,,,C765DCE4D7D34F1F933692401C3E4D2B,TiMOS-B-8.0.R7,PE1
3073,JALIS-FED1,CGS-2520-16S-8PC,JALIS,CGS2520-16S,21.0,,E-CGS2520-16S-008244,8244.0,LAN,FED1,E-JALIS-LAN-FED1-008244,,2022-07-19 21:25:29,,,8FC5B6F2D90642BD9425568714CDCAAB,Version 15.2(3)E1,FED1
3074,JALIS-FED2,CGS-2520-16S-8PC,JALIS,CGS2520-16S,35.0,,E-CGS2520-16S-008245,8245.0,LAN,FED2,E-JALIS-LAN-FED2-008245,,2022-07-19 21:25:29,,,AFD9A7ED27BE4873BF5BD46FE41D0F8C,Version 15.2(3)E1,FED2
3075,JALIS-AP1,AIR-AP1832I-E-K9,JALIS,AP 1832I,49.0,,E-AP 1832I-004065,4065.0,LAN,AP1,E-JALIS-LAN-WAP01-004065,,2022-07-19 21:25:29,,,7FF0A4EA2A6D461A99EED22336E80796,,AP1
3076,JALIS-CPE1,LBB210,JALIS,RTR OPERE,53.0,,E-RTR OPERE-007953,7953.0,WOP,CPE1,E-JALIS-WOP-CPE1-007953,,2022-07-19 21:25:29,,,8DCB020A926B4F58AC0ED529D96EE97D,,CPE1
3077,JALIS-OND1,INF-OND-1200,JALIS,AXILEK-OND230V,54.0,,E-AXILEK-OND230V-003964,3964.0,AES,OND1,E-JALIS-AES-OND1-003964,,2022-07-19 21:25:29,,,,,OND1
3078,JALIS-RED1,INF-AES-1200,JALIS,ELTEK-RED48V,55.0,,E-ELTEK-RED48V-067678,67678.0,AES,RED1,E-JALIS-AES-RED1-067678,,2022-07-19 21:25:29,,,1FCD9EACDE8E47DBB8B6B3A38B95E29F,Eltek ferme dՎnergie (220->48) Eltek Flatpack S 1U Systems 48V (Ref.constructeur : CTOS0301.xxx / OS = 2.5.2sw),RED1
3079,JANAI-PE1,3HE06791AA,JANAI,7705SAR-8,1.0,,E-7705SAR-8-008578,8578.0,WPR,PE1,E-JANAI-WPR-PE1-008578,,2022-07-19 21:26:56,,,356C29D9DFA14BE7A996E465EECD40FC,TiMOS-B-8.0.R7,PE1
3080,MUREA-PE1,3HE06791AA,MUREA,7705SAR-8,1.0,,E-7705SAR-8-007944,7944.0,WPR,PE1,E-MUREA-WPR-PE1-007944,,2022-07-20 09:59:46,,,626349B726364E0FA1029FF74FA06E50,TiMOS-B-8.0.R7,PE1
3081,MUREA-FED1,CGS-2520-16S-8PC,MUREA,CGS2520-16S,21.0,,E-CGS2520-16S-008236,8236.0,LAN,FED1,E-MUREA-LAN-FED1-008236,,2022-07-20 09:59:46,,,FA7E811501BD4BCDB73ED2413568F114,Version 15.2(3)E1,FED1
